"date","type","dead","injured","location","details","perpetrator","partOf"
"24","Bombing","0","5","Sukma district, India","Five District Reserve Guard jawans were injured in a bomb blast carried out by Naxalites in Chhattisgarh's Sukma district.[184]","CPI","Naxalite–Maoist insurgency"
"24","Car bombing","7","25","Idlib, Syria","Seven people were killed and 25 others injured in a car bomb explosion in central Idlib in northwestern Syria.[185][186]","Islamic State (suspected)","Syrian Civil War"
"24","Bombing","1","13","Kabul, Afghanistan","A bomb exploded near a protest site in the Afghan capital Kabul, killing one person and wounding 13 others.[187][188]","Taliban (suspected)","War in Afghanistan"
"24","Grenade attack","0","24","Dera Ismail Khan, Pakistan","Twenty-four people were injured after a hand grenade was hurled towards the stage of a spring festival in Dera Ismail Khan.[189][190]","Tehrik-i-Taliban Pakistan (suspected)","War in North-West Pakistan"
"24","Kidnapping, shooting","8","0","Kirkuk Governorate, Iraq","Eight Iraqi policemen who were kidnapped on the Kirkuk - Baghdad road were shot and killed by Islamic state militants.[191][192]","Islamic State","Iraqi insurgency"
"24","Shooting","4","2","Al-Sadiyah, Iraq","Islamic State militants opened fire on a civilian car on a road in the east of the town of Al-Sadiyah, some 120 km northeast of the Iraqi capital Baghdad. Four people were killed in the attack, including a woman and a child, and two others were injured.[193]","Islamic State","Iraqi insurgency"
"24","Ambush","5","0","Hawija District, Iraq","Islamic State members set up an armed ambush near the village of Dugheila, located between the towns of al-Riyad and Hawija, which killed five personnel of Hashd al-Shaabi.[194][193]","Islamic State","Iraqi insurgency"
"24","Bombing","1","2","Al-Tarmia District, Iraq","A bomb blast near a market in the Al-Mushahad region of Al-Tarmia district killed one citizen and injured two others.[195]","Islamic State (suspected)","Iraqi insurgency"
"24","Bombing","0","0","Athens, Greece","An explosion in front of the courts of the Army (before military academy) in Athens was claimed by an unknown faction of the Informal Anarchist Federation-International Revolutionary Front (FAI-FAR), called Circle of Asymmetric Urban Warfare.No one was injured in the incident.[196][197]","FAI-FAR","Terrorism in Greece"
"24","Bombing","0","0","Daquq District, Iraq","Islamic state militants blew up a Sufi shrine in Daquq district of Kirkuk province.[198]","Islamic State","Iraqi insurgency"
"25","Shooting","0","1 (+2)","Darrang district,India","An officer and two rebels were injured during a  gunfight in the district of Darrang.[199]","NDFB","Insurgency in Northeast India"
"25","Suicide bombing, attempted suicide bombing","1 (+2)","9","Herat, Afghanistan","Two suicide bombers attacked a Shiite mosque in Herat, killing three, including the two terrorists, and wounding nine others.[200][201]","Islamic State","War in Afghanistan"
"25","Shooting","1","1","Beni Territory, Democratic Republic of Congo","One soldier was killed and another seriously injured in an attack by Allied Democratic Forces militants in Kokola in the Beni territory of North Kivu province.[202]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"25","Shooting","0 (+1)","1","Beerwah, India","A terrorist was killed and a teenage girl sustained bullet wounds in an encounter in Arizal area of Beerwah in central Kashmir's Budgam district.[203][204]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"25","Suicide car bombing","4 (+1)","10","Mogadishu, Somalia","At least four people were killed and ten others injured in a suicide car bomb attack near Somalia's parliament headquarters in Mogadishu.[205][206]","Al-Shabaab","Somali Civil War"
"25","Car bombing","0","13","Jarabulus, Syria","At least 13 people were injured in a car bomb explosion in the northern Syrian city of Jarabulus.[207]","YPG / PKK (suspected)","Syrian Civil War"
"26","Bombing","0","0","Baghlan Province, Afghanistan","Taliban militants destroyed a major electricity tower with a bomb in Baghlan province in northern Afghanistan, disrupting imported power supply to five provinces, including Kabul.[208][209]","Taliban","War in Afghanistan"
"26","Ambush","0 (+1)","2","Sukma district, India","A Naxalite was killed and two Central Reserve Police Force personnel were injured in an ambush in Chhattisgarh's Sukma district.[210][211]","CPI","Naxalite–Maoist insurgency"
"26","Bombing","0","0","San Lorenzo Canton, Ecuador","An explosive device was detoned against military vehicle in the municipality of Mataje, San Lorenzo, Ecuador. No injuries were reported.[212]","FARC dissidents","Colombian conflict"
"26","Shooting","0","0","Shopian district, India","Terrorists attacked soldiers in the Kachdora area of Shopian district in southern Kashmir. No one was injured in the incident.[213][214]","Hizbul Mujahideen (suspected)","Insurgency in Jammu and Kashmir"
"26","Arson","0","0","Berlin, Germany","An arson attack against a two bunches of cables (4 metres wide) were reported in Mörschbrück, Berlin, the attack  caused a power outage in Charlottenburg, Berlin. An anarchist group claimed responsibility of the attack in response to the Turkish operation in Afrin.[215][216]","Volcanic Group Rupture Network Domination","Terrorism in Germany"
"26","Shootings","3","1","Diyala Governorate, Iraq","Three people, including two Iraqi mayors, were killed and one woman injured in separate armed attacks by Islamic state militants in Diyala province.[217]","Islamic State","Iraqi insurgency"
"26","Kidnapping","0","3 Kidnapped","San Lorenzo Canton, Ecuador","Two journalist of El Comercio and a driver were kidnapped for dissidents in the border canton of San Lorenzo, North of Ecuador.[218]","FARC dissidents","Colombian conflict"
"27","Shooting","1","0","Mogadishu, Somalia","A Somali lawmaker was shot dead by Al-Shabaab assassins in her home in Mogadishu, Somalia.[219][220]","Al-Shabaab","Somali Civil War"
"27","Stabbing","2 (+1)","5","Kassala, Sudan","Two people were stabbed to death and five others injured by a radical Islamist in a mosque in the eastern Sudanese city of Kassala. The attacker was later killed by worshippers.[221][222]","Takfir wal-Hijra","Terrorism in Sudan"
"27","Shooting","1","3","Kirkuk Governorate, Iraq","Islamic State militants killed a tribal fighter and injured three other fighters in an attack in Kirkuk province.[223]","Islamic State","Iraqi insurgency"
"27","Shooting, stabbing","10 (+1)","10","Beni, Democratic Republic of Congo","At least 10 people are dead and 10 others are missing after militants attacked outlying areas of the eastern city of Beni. A terrorist from the Ugandan Allied Democratic Forces was also killed.[224][225]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"28","Bombing","0","2","Ramadi, Iraq","Two civilians were wounded when a bomb exploded under the rubble of one of the houses in the center of Ramadi in Anbar province.[226]","Islamic State","Iraqi insurgency"
"28","Ambush","12","0","Hadhramaut Governorate, Yemen","At least 12 Yemeni soldiers were killed after Al-Qaida gunmen ambushed a military convoy in the southeastern province of Hadhramaut.[227][228]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"29","Shooting","1","1","Bijbehara, India","A special police officer was shot dead in his house by terrorists in South Kashmir’s Bijbehara, Anantnag district. His wife sustained multiple injuries.[229][230]","Islamic State","Insurgency in Jammu and Kashmir"
"29","Shooting","0","0 (+1)","Shopian district, India","Terrorists fired on a security patrol near Ahagam in the Shopian district in southern Kashmir. A Hizbul Mujahideen militant was injured in the shooting.[231][232]","Hizbul Mujahideen","Insurgency in Jammu and Kashmir"
"29","Shooting","0","1","Kulgam district, India","Terrorists shot at and injured a teacher in South Kashmir’s Kulgam district.[231]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"29","Ambush","5","0","Mosul, Iraq","At least five Iraqi security personnel were killed in an ambush by Islamic State terrorists in the city of Mosul.[233]","Islamic State","Iraqi insurgency"
"29","Bombing","2","0","Rawa, Iraq","Two Iraqi civilians were killed when an explosive device exploded in their home in Rawa, Anbar province.[234]","Islamic State","Iraqi insurgency"
"29","Suicide car bombing","8 (+1)","11","Ajdabiya, Libya","At least eight people, including civilians, were killed and eleven others injured in a suicide car bombing that hit a security checkpoint in the eastern Libyan city of Ajdabiya.[235][236][237]","Islamic State","Libyan Civil War"
"30","Suicide bombing","2 (+1)","1","Watapur District, Afghanistan","A member of the provincial council of Kunar and a religious scholar were killed in a suicide bombing in the Watapur district of Kunar province. A security guard was also wounded in the attack.[238][239]","Islamic State","War in Afghanistan"
"30","Bombing","0","1","Bijapur district, India","A Central Reserve Police Force jawan was injured in the explosion of a pressure bomb, planted by Naxalites, in Bijapur district of Chhattisgarh.[240]","CPI","Naxalite–Maoist insurgency"
"30","Bombing","3","5","Dera Ismail Khan, Pakistan","Three policemen were killed while another five were injured when an improvised explosive device that targeted the district police officer's convoy in Dera Ismail Khan exploded.[241][242]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"30","Bombing","2","4","Near Manbij  Syria","Two soldiers of the international coalition (one American and one British) were killed and other five were wounded during the detonation of an improvised explosive device near Manbij, Syria.[243][244]","Islamic State","Syrian Civil war"
"30","Shooting","7","6","Eruh, Turkey","Siirt raid Six Turkish village guards were killed in an attack by PKK terrorists in Siirt’s Eruh district. Three village guards and four soldiers were wounded in the attack. One soldier dies from his injury days later.[245]","PKK","Kurdish–Turkish conflict"
"30","Suicide bombings","1 (+4)","13","Mafa, Nigeria","At least five people, including four suicide bombers, were killed and 13 others injured when terrorists attacked Muna Zawuya in the Mafa Local Government Area of Borno state.[246]","Boko Haram","Boko Haram insurgency"
"30","Shooting","1","0","Teorama, Colombia","An encounter between Colombian army and militants of the EPL left one officer dead in the municipality of Teorama, Norte de Santander, Colombia.[247]","EPL","Colombian conflict"
"31","Suicide bombing","3 (+1)","25","Tooz District, Iraq","Three people were killed and 25 injured in a suicide bombing by an Islamic state terrorist in the Tooz district in the Iraqi province of Saladin.[248][249]","Islamic State","Iraqi insurgency"
"31","Shooting","0","1","Khanabal, India","Terrorists shot and injured a special police officer while he was on duty in the Khanabal Chowk area of Anantnag district.[250]","Hizbul Mujahideen (suspected)","Insurgency in Jammu and Kashmir"
"31","Shooting","1","0","Pulwama district, India","A special police officer was shot dead by terrorists in Jammu and Kashmir's Pulwama district.[251]","Jaish-e-Mohammed (suspected)","Insurgency in Jammu and Kashmir"
"31","Shooting","1 (+1)","0 (+2)","Mastung District, Pakistan","One security personnel was killed, while a terrorist was also killed in an exchange of fire during an intelligence-based operation in Balochistan’s Mastung district. Two more terrorists were wounded in the incident.[252][253]","Balochistan Liberation Army","Insurgency in Balochistan"
"31","Shooting","4","0","Necuto, Angola","The Cabinda State Liberation Front (FLEC), claimed responsibility for an attack in which four Angolan soldiers were killed in Necuto,Angola.[254]","Front for the Liberation of the Enclave of Cabinda","Cabinda War"
