"date","type","dead","injured","location","details","perpetrator","partOf"
"22","Shooting, bombing","1","0","Khanaqin, Iraq","Gunmen believed to be of the Islamic State attacked a checkpoint in Khanaqin, killing a policeman and placing a bomb nearby.[202]","Islamic State","Iraqi insurgency"
"22","Shooting, ambush","1","0","Mbengwi, Cameroon","A Cameroonian soldier was shot dead in a separatist militant ambush in the Mbengwi town, Momo Division.[203]","Ambazonia Defence Forces","Anglophone Crisis"
"22","Shooting, looting","5","6","Beni, Democratic Republic of the Congo","Gunmen of the Allied Democratic Forces, attacked a village in the city of Beni, killing 5 people and injuring 3 others. In addition to that, 3 people were also left missing and several goats were stolen by the gunmen.[204][205]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"23","Ambush, shooting","3","4","Takhar Province, Afghanistan","The Taliban ambushed police officers in the Takhar Province, killing 3 policemen including a senior officer and also injuring 4 others.[206][207]","Taliban","War in Afghanistan"
"23","Grenade attack","2","2","Bosaso, Somalia","Two policemen were killed and two others were wounded when multiple gunmen hurled a grenade towards a police a station in the town of Bosaso. No group has claimed responsibility but the Islamic State in Somalia are suspected to be behind the attack.[208]","Islamic State in Somalia (suspected)","Somali Civil War"
"23","Bombing","3","2","Helmand Province, Afghanistan","Three civilians were killed and two were wounded, when the vehicle they were traveling on struck a roadside bomb in the Helmand Province. According to police, the bomb had been placed by the Taliban.[209]","Taliban","War in Afghanistan"
"23","Bombing","7","0","Dih Yak District, Afghanistan","Seven civilians were killed in the Dih Yak District, when their minibus had struck a roadside bomb. Officials blamed the bombing on the Taliban.[210][211]","Taliban","War in Afghanistan"
"23","Stabbing, kidnapping, arson","1","Several","Noun (department), Cameroon","Militants in the Noun Department, killed one person and injured several others. Several people were also kidnapped. Over 60 houses and vehicles were also burnt down by the militants.[212]","Ambazonia Defence Forces","Anglophone Crisis"
"23","Shooting, arson","1","0","Chibok, Nigeria","One person was killed and many houses were burnt down when Boko Haram attacked a village in Chibok.[213][214]","Boko Haram","Boko Haram insurgency"
"24","Suicide car bomb, shooting","43 (+4)","25","Kabul, Afghanistan","A suicide bomb and a gun attack on a Kabul government compound killed 43 people and injuring 25 others, 4 attackers are said to have been killed. No group has claimed responsibility yet for the attack.[215][216][217][218]","Islamic State (suspected)","War in Afghanistan"
"24","Mortar attack","4","0","Faryab Province, Afghanistan","A district police chief and three of his bodyguards were killed after a mortar fired by the Taliban, struck a military compound.[219]","Taliban","War in Afghanistan"
"24","Bombing, shooting","1","5","Narathiwat Province, Thailand","A police officer was killed and 5 others were wounded in a bomb attack on a police vehicle in the province of Narathiwat, gunmen opened fire on the vehicle afterwards, insurgents are presumed to be behind the attack.[220][221]","Insurgents (suspected)","South Thailand insurgency"
"24","Ambush, shooting","14","1","Damaturu, Nigeria","A Boko Haram ambush close to the town of Damaturu, killed 14 security personnel and injured at least a soldier.[222][223]","Boko Haram","Boko Haram insurgency"
"25","Bombing","2","13","Baidoa, Somalia","Two people were killed and 13 others were wounded when a bomb exploded in Baidoa, as the youth were doing celebrations, no group claimed responsibility but Al-Shabaab were suspected after similar attacks in this area in the past.[224]","Al-Shabaab (suspected)","Somali Civil War"
"25","Kidnapping","0","20","Kirkuk, Iraq","Around 20 civilians were kidnapped by Islamic State militants in Kirkuk, one of the kidnapped civilians managed to escape later while the fate of the rest of the kidnapped civilians remains unknown.[225][226]","Islamic State","Iraqi insurgency"
"25","Suicide bombing","3 (+1)","2","Kandahar, Afghanistan","A suicide bomber detonated in the city of Kandahar, killing three people and injuring two others, no group has claimed responsibility yet for the attack.[227][228]","Taliban (suspected)","War in Afghanistan"
"25","Car bombing","2","11","Tal Afar, Iraq","A car bomb blast killed two people and injured 11 others in Tal Afar, the Islamic State claimed responsibility for the blast.[229][230][231]","Islamic State","Iraqi insurgency"
"25","Suicide bombing, shooting","3 (+4)","10","Tripoli, Libya","Four suicide bombers attacked and stormed Libya's foreign ministry in the capital of Tripoli. Three people and four perpetrators were killed, while ten others were left injured. The Islamic State claimed responsibility for the attack.[232][233][234]","Islamic State","Libyan Civil War"
"25","Shooting","2 (+12)","2 (+3)","Faryab Province, Afghanistan","Two Afghan soldiers were killed and twelve Taliban militants were killed in attacks on checkpoints in the Faryab Province, two Afghan soldiers were also wounded and three Taliban militants.[235]","Taliban","War in Afghanistan"
"25","Bombing","0","4","Mandera, Kenya","Four Kenyan soldiers were injured when an explosive device went off in a military van. Al-Shabaab militants are presumed to be behind the attack.[236][237]","Al-Shabaab","Spillover of Somali Civil War"
"26","Shooting","7","10","Jabal al-Akrad, Syria","At least seven Syrian soldiers were killed and ten others were wounded in an attack by the ""Rouse the Believers"" group in the Jabal al-Akrad mountains in Syria.[238][239]","Rouse the Believers","Syrian Civil War"
"26","Shooting, bombing","0","11","Monkayo, Compostela Valley, Philippines","Eleven soldiers were wounded during an encounter with NPA rebels in Monkayo, the encounter occurred as the officers were investigating IEDs placed by the rebels.[240]","New People's Army","Communist rebellion in the Philippines"
"27","Bombing","0","1","Athens, Greece","A police officer was injured after a bomb was detonated outside a church in central Athens.[241]","Popular Fighters Group (suspected)","Terrorism in Greece"
"27","Shooting","7","43","Traghan, Libya","Armed Chadian militants attacked a military camp of Libyan soldiers near Traghan, killing 7 and injuring 43 others.[242][243]","Chadian militants","Libyan Civil War"
"27","Shooting","10","0","Baga, Nigeria","Boko Haram attacked a military base in the town of Baga, killing 10 people and according to some reports, Boko Haram may have taken over the town.[244][245]","Boko Haram","Boko Haram insurgency"
"27","Bombing, ambush","10","3","Sourou Province, Burkina Faso","A security patrol was struck by roadside bombs and also an ambush, killing 10 officers and wounding 3 others in the province of Sourou, the Al-Qaeda linked group Jama'at Nasr al-Islam wal Muslimin claimed responsibility for the attack.[246][247][248]","Jama'at Nasr al-Islam wal Muslimin","Insurgency in the Maghreb"
"28","Vehicular attack","0","0","Barcelona, Spain","A van crashed into a group of police officers during an antiterrorist control in La Rambla, central Barcelona. Police detained the French driver and suspects a terrorist motive.[249]","Islamist (suspected)","Islamic terrorism in Europe"
"28","Bombing","4","0","Manbij, Syria","Four members of the Syrian Democratic Forces were killed, when an explosive device targeted a four-wheel drive near a court building in the center of Manbij, the Islamic State claimed responsibility for the attack.[250][251]","Islamic State","Syrian Civil War"
"28","Bombing","2","2","Beledweyne, Somalia","Two people were killed and two others were injured in a bomb explosion in the town of Beledweyne, Al-Shabaab is suspected to be behind the attack.[252]","Al-Shabaab (suspected)","Somali Civil War"
"28","Bombing","4","12","Giza, Egypt","Three Vietnamese tourists and an Egyptian guide were killed while twelve other people were injured near the pyramids of Giza, when the tour bus carrying them struck a roadside bomb. No group has claimed responsibility for the attack as of yet. Islamist extremists have targeted tourists in the past.[253][254][255]","Unknown","Insurgency in Egypt"
"28","Bombings, killing","5","5","Mosul, Iraq","Two police officers were killed and 5 others were wounded in twin bombings in southern Mosul, three police officers who were recently kidnapped by militants were also found dead in the area nearby.[256]","Unknown","Iraqi insurgency"
"28","Bombing","0","4","Si Sakhon District, Thailand","Four people on motorcycles were injured when a bomb exploded in Narathiwat's Si Sakhon District, insurgents are suspected for the attack.[257]","Insurgents (suspected)","South Thailand insurgency"
"28","Shooting","2","0","Khanaqin, Iraq","ISIL gunmen attacked a federal police outpost near Khanaqin, killing two officers and clashes broke out.[258]","Islamic State","Iraqi insurgency"
"28","Shooting","9","5","Deir ez-Zor Governorate, Syria","Cells of the ISIL organization attacked positions of the Self-Defense Forces in the Al-Omar oilfield, killing 9 people and injuring up to 5 others.[259]","Islamic State","Syrian Civil War"
"28","Bombing","6","0","Shirin Tagab District, Afghanistan","Six Afghan civilians including four women and two children were killed as a result of an IED blast in the Shirin Tagab District, the attack was blamed on the Taliban.[260][261]","Taliban","War in Afghanistan"
"28","Bombing","2","1","Mohmand District, Pakistan","Two members of the bomb disposal squad were killed, when they were struck by a bomb in the Mohmand District, another person also suffered injuries, the organization Hizbul Ahrar claimed responsibility.[262][263]","Hizbul Ahrar","War in North-West Pakistan"
"29","Shooting, targeted assassination","1","0","Deir ez-Zor Governorate, Syria","The Co-chair of the Legislative Council of Deir-ez-Zor city was gunned down by assailants in the Deir- ez-Zor countryside, ISIL claimed responsibility for the assault.[264][265]","Islamic State","Syrian Civil War"
"29","Shooting, ambush","1","3","Pattani Province, Thailand","A woman was killed and three soldiers were wounded in shootings and ambush attacks by suspected insurgents in the province of Pattani.[266]","Insurgents (suspected)","South Thailand insurgency"
"29","Shooting","8","0","Bay Region, Somalia","Eight Somali soldiers were killed in an Al-Shabaab attack in the Bay Region of Somalia, after the terrorists attacked the military base.[267]","Al-Shabaab","Somali Civil War"
"30","Bombing","4","3","Ghazni Province, Afghanistan","Four civilians were killed and three others were wounded in a roadside bomb explosion in the province of Ghazni.[268]","Islamists (suspected)","War in Afghanistan"
"30","Ambush, shooting","2","2","Koulikoro Cercle, Mali","A national guard vehicle was ambushed by presumed Katiba Macina assailants in the Koulikoro Area, two soldiers were killed and two others were wounded.[269][270]","Al-Qaeda in the Islamic Maghreb","Northern Mali Conflict"
"30","Shooting","4","0","Deir ez-Zor Governorate, Syria","Unknown gunmen believed to be ISIL cells attacked with machine guns the town of Al-Tayanna in the Deir-ez-Zor suburbs, killing at least 3 members of the Syrian Democratic forces and also killing a civilian.[271]","Islamic State (suspected)","Syrian Civil War"
"31","Car Bombing","1","3","Taluqan District, Afghanistan","A district police chief was killed in Taluqan, when a bomb exploded in a vehicle, three other civilians were wounded in the incident, no group has claimed responsibility but groups like the Taliban has been trying to expand influence in the area.[272][273]","Taliban (suspected)","War in Afghanistan"
"31","Bombing","2","28","Cotabato City, Philippines","Two people were killed and at least 28 others suffered injuries, when a bomb went off near a mall in the city of Cotabato, the attack was blamed on a pro-ISIL group.[274][275][276]","Islamic State","Moro conflict"
"31","Beheading, shooting","1","2","Parigi Moutong Regency, Indonesia","Police came under fire from militants after the police were sent to investigate the corpse of a person who was beheaded by militants of East Indonesia, the gunfight in the Parigi Moutong Regency resulted in two injuries of the policemen.[277][278]","East Indonesia Mujahideen","Terrorism in Indonesia"
"31","Shooting","2","2","Diyala Governorate, Iraq","An attack launched by Islamic State militants, killed 2 security forces and injured 2 others in the province of Diyala.[279]","Islamic State","Iraqi insurgency"
"31","Shooting","1","0","Mogadishu, Somalia","A Somali military official was shot and killed by Al-Shabaab gunmen in the Capital of Somalia, Mogadishu.[280]","Al-Shabaab","Somali Civil War"
